person_id,institution,program,location
42276,Arizona State University,Physics,
42277,New Jersey Institute of Technology,Master of Science in Electronic Engineering,"Newark, NJ"
42277,Beijing University of Posts and Telecommunications,Bachelor of Science in Electronic Engineering,
42278,Belarusian State University of Informatics and Radioelectronics,"Master in computer science, Mathematics",Minsk
42278,Minsk State Higher Radio Technical College,Bachelor's in Informatics,Minsk
42279,Texas State University,Bachelors of Science in Biology,"San Marcos, TX"
42279,design A,6 month intensive training program for web developers,
42280,JNTU University,Bachelors in Computer Sciences& Engineering,
42281,JNTU University,Bachelors in Computer Sciences& Engineering,
42282,Rajiv Gandhi Proudyogiki Vishwavidyalaya,B.E in Computer Science,"Bhopal, Madhya Pradesh"
42283,JNTU University,Bachelors in Computer Sciences& Engineering,
42284,RUTGERS UNIVERSITY,B.A. in INFORMATION TECHNOLOGY,
42284,BURLINGTON COUNTY COLLEGE,A.A in COMMUNICATIONS,
42285,Art Institute of St. Louis,Bachelor of Arts,"Saint Charles, MO"
42286,The Art Institute of California - Santa Ana,Bachelors of Science in Web Design & Interactive Media,"Santa Ana, CA"
42287,"California, USA",Masters of Science in Computer Science,"California, USA"
42287,"Gujarat, IN",Bachelors of Engineering in Computer Science,"Gujarat, IN"
42288,"University School of Information Technology - New Delhi, Delhi",B.Tech in Computer Science & Engineering,"New Delhi, Delhi"
42289,University of California,MS in Computer Science,"Santa Clara, CA"
42289,California Takshila University,BS in Computer Engineering,"San Jose, CA"
42289,Technical University,,
42291,"California State University - Los Angeles, CA",Graphic Design,"Los Angeles, CA"
42292,Utah Valley University,Computer Science,"Orem, UT"
42293,,,
42295,LaGuardia Community College,Associate degree in Computer Science in Information Technology,"Bronx, NY"
42296,Miami University,Full stack web developer,"Miami, FL"
42296,University of Computer Science,BACHELOR in COMPUTER SCIENCE,"Havana, CU"
42296,Polytechnic Institute Pablo,TECHNICAL in COMPUTER SCIENCE,"Havana, CU"
42297,Siddhartha Institute of Engineering and Technology,"Mathematics, Physics, and Chemistry","Puttur, Karnataka"
42297,Sri Chaitanya Junior College,Management,"Tirupati, Andhra Pradesh"
42297,Siddhartha Institute of Engineering and Technology,B.Tech in Computer Science,"Puttur, Karnataka"
42297,Monmouth University,Master's in Computer Science,New Jersey
42298,Lamar University,Certificate in Computer Science,Lamar University campus can be each state different buildings of the university business autoservice center
42298,Lamar University,M.S. in Computer Science,
42298,Gujarat Technological University,B.E. in Computer Science,
42299,California State University,B.S. in Computer Science,
42299,University of Mumbai,B.S. in Information Technology,"Mumbai, Maharashtra"
42301,High school,,
42303,Lamar University,Master of Science,"Frisco, TX"
42303,Gujarat Technological University,Bachelor of Engineering in Engineering,
42304,UNIVERSITY OF HOUSTON DOWNTOWN,MIS COURSEWORK,
42304,LONE STAR COMMUNITY COLLEGE,AA,
42305,Mumbai University,Bachelor of Engineering in Computer Science,
42306,James Logan High School,High school or equivalent,"Union City, CA"
42306,James Logan High School,,"Union City, GA"
42307,Jawaharlal Nehru Technological University,Bachelors in Computer Science and Information Technology,
42308,Jawaharlal Technological University,Bachelor of Technology in Technology,"Hyderabad, Andhra Pradesh"
42309,Northwest Missouri State University,Masters in Applied Computer Science,"Northwest, Missouri, US"
42309,Jawaharlal Nehru Technological University,Bachelor of Technology in Information Technology,"Hyderabad, Telangana"
42310,Isra Technology UC,BS.Mathema ics,"San Francisco, CA"
42311,ITC Infotech,QA and business Quality Center,"Bangalore, Karnataka"
42312,Mission College,Psychology,"Sylmar, CA"
42312,Pierce College,Business Administration,"Encino, CA"
42313,Savannah College of Art and Design,Bachelor's in Interactive Design and Game Development,"Savannah, GA"
42314,Locust Valley High School,,"Locust Valley, NY"
42315,Kongu Engineering College,Master of Engineering in Computer Science,
42316,,,
42317,California State University - Hayward,Master of Science in Computer Science,"Hayward, CA"
42317,Gujarat Technical University,Bachelor of Engineering in Information Technology,
42318,Wilmington University,Masters of Science in Internet and Web Design,"New Castle, DE"
42318,J. N. T. University,Bachelor of Technology in Technology,"Anantapur, Andhra Pradesh"
42319,Washington State University,B.A. in English,
42320,Northwestern Polytechnic University,Master's in Computer Science,
42320,Silveroak college of Engineering,Bachelor's in Computer Engineering,"Ahmedabad, Gujarat"
42320,Ganpat University,Diploma in Computer Engineering,"Mehsana, IN"
42321,Mallareddy Eng college,Bachelor's in computer science Engineering,
42322,"The University of North Texas, College of Information",Master of Science in Information Science in Information Systems in Information Science,Denton
42322,Chaitanya Bharathi Institute of Technology,Bachelor of Engineering in Electronics&Communication in Electronics&Communication,"Hyderabad, Telangana"
42323,Jawaharlal Nehru Technological University,Bachelors in Computer Science and Information Technology,
42324,,,"Philadelphia, PA"
42326,Roosevelt University,Music Composition,"Chicago, IL"
42326,Columbia College Chicago,Film and Video Production,"Chicago, IL"
42328,Old Dominion University,Bachelor of Science in Computer Science,
42328,Landstown Technology and Governor's STEM Academy,High School Diploma,
42330,New York Institute of Technology,Masters in Electrical and Computer Engineering,
42330,Manipal Institute of Technology,Bachelors in Electronics & Communication Engineering,
42330,Govt. Polytechnic,Diploma in Electronics & Communication Engineering,
42331,"The University of Texas - Austin, TX","BSA in Computer Science, Business","Austin, TX"
42332,Boise State University,Master of Engineering in Electrical Engineering,"Boise, ID"
42332,Ohio State University,Bachelor of Engineering in Electrical Engineering,"Columbus, OH"
42333,Purdue University,Master of Science in Electrical and Computer Engineering,"West Lafayette, IN"
42333,University of Nottingham,Bachelor of Engineering in Electrical Engineering,"Nottingham, UK"
42334,Stevens Institute of Technology,ms in web development,New Jersey
42335,JNTU,Master's in Computer Applications,
42336,Andhra University,Bachelors of Technology in Computer Science,
42336,"California State University - Fullerton, CA",Masters in Computer Science,
42337,DePaul University,Bachelor of Arts in Computing,"Chicago, IL"
42338,"JNT University - Hyderabad, ANDHRA PRADESH, IN",B.Tech in Computer Science,"ANDHRA PRADESH, IN"
42339,New York University,Integrated Digital Media,
42339,College of Southern Maryland,Associates,
42340,Northern Virginia Community College,Business Administration,"Annandale, VA"
42340,General Assembly,Web Application Development,"Washington, DC"
42341,,,
42344,General Assembly,Web Development Immersive Certificate in Full Stack Web Development,"San Francisco, CA"
42344,Concordia University,Master of Engineering in Engineering,"Montréal, QC"
42344,Ryerson University,Bachelor of Architectural Science in Architectural Science,"Toronto, ON"
42347,Institut Bourguiba Des Langues Vivantes,English,"Tunis, Tunisia"
42347,Institut Superieure Des Art Multimédias,MS in Multimedia,
42348,Gujarat Technological University,Bachelors of Engineering in Computer Science,"Gujarat, IN"
42349,"Platt College - San Diego, CA",AAS Graphic Design,"San Diego, CA"
42350,Southern Methodist University,Master of Science in computer science,"Dallas, TX"
42351,University of Houston,Bachelor's in English and Political Science,"Houston, TX"
42352,New York Institute of Technology,MASTER'S IN COMPUTER SCIENCE,
42352,Watumull Institute of Computer and Electrical Engineering,BACHELOR OF COMPUTER ENGINEERING,
42353,University of Houston,Bachelor of Business Administration in Business Administration,
42354,Southeast MO State University,B. S in Computer Information Systems,"Cape Girardeau, MO"
42354,Mineral Area College,A. A. in Computer Science,"Park Hills, MO"
42355,NATIONAL ACADEMY OF SCIENCES OF ARMENIA,Master's Degree in Political Sciences,
42355,YEREVAN STATE UNIVERSITY(YSU),Bachelor in Political Sciences,
42356,Sinclair Community College,Associate of Science degree in Computer Information Systems,"Dayton, OH"
42356,Western Governors University,Bachelor of Science,"Salt Lake City, UT"
42357,High school or equivalent,,
42358,UC Berkeley,BS in Environmental Science,"Berkeley, CA"
42360,Marymount University,Master's in Computer Science,
42362,North Gujarat University,Bachelor of Engineering in Engineering,
42363,,,
42365,University of Chicago,Bachelor's in Computer Science,"Chicago, IL"
42366,Northeastern University,Bachelor's in Computer Science with Concentration in Software Development,Northeastern
42367,Campbellsville University,Master of Science in Information Technology Management,"Louisville, KY"
42367,University of North Carolina at Charlotte,Master of Science in Information Technology,"Charlotte, NC"
42367,Rajiv Gandhi Technological University,Bachelor of Engineering in Computer Science,"Bhopal, Madhya Pradesh"
42368,Georgia Perimeter College,Computer Science,"Perimeter, Georgia, US"
42370,JNTU,Bachelor of Technology in Computer Science,"Hyderabad, Telangana"
42371,Georgia Perimeter College,Computer Science,"Perimeter, Georgia, US"
42373,WHITWORTH UNIVERSITY,Bachelor of Arts in Philosophy & Religion,"Spokane, WA"
42375,Fudan University,Bachelor of Science,
42375,University of North Carolina at Chapel Hill,Master of Science,"Chapel Hill, NC"
42377,"University of Alabama - Birmingham, AL",BS,"Birmingham, AL"
42377,"University of Phoenix - Atlanta, GA",MBA,"Atlanta, GA"
42378,ANU University,Bachelor's in Computer' in Computer's,
42378,Silicon Valley University,Masters in Computer Science in Computer Science,
42380,"University of Michigan - Flint, MI",Master's Degree in Computer Science,"Flint, MI"
42380,"K.S. Raju Institute of Technology and Sciences, JNTU",Bachelor's in Information Technology,
42381,Wright State University,Masters in Engineering in Engineering,"Dayton, OH"
42381,JNTU,Bachelors in Computer Science in Computer Science,"Hyderabad, Telangana"
42382,GITAM University,Bachelor in information technology,
42383,Creative Circus,Certification in Interactive Development,"Atlanta, GA"
42384,UW STOUT,Bachelor of Science in Computer Science,"Menomonie, WI"
42384,WAYZATA HIGH SCHOOL,,"Plymouth, MN"
42385,,,
42386,Master's,,
42387,Full Sail University,Associate of Science in Recording Arts,"Winter Park, FL"
42388,Lehigh University,Master of Science degree in Computer Science in Artificial Intelligence and Expert Systems,"Bethlehem, PA"
42388,Monmouth University,Bachelor of Science degree in Computer Science in Artificial Intelligence,"West Long Branch, NJ"
42389,College of Santa Fe,B.S. in Information Technology,"Santa Fe, NM"
42389,General Assembly,Full Stack Code Camp,"Santa Monica, CA"
42390,iACADEMY,Bachelor's in Computer Science,Makati
42392,San Francisco State University,B.Sc. Computer Science,"San Francisco, CA"
42393,Wilmington University,Master of science in Information Assurance,
42393,JNTU Hyderabad,Bachelor of Technology,Hyderabad
42393,Sri Chaitanya Junior College,,Hyderabad
42393,Bhashyam Public School,SSC,Hyderabad
42394,Northern Arizona University,BFA in Communications,"Flagstaff, AZ"
42395,Mount Ida College,Bachelor Of Science degree in Graphic Design,
42397,University of Bridgeport,M.S. in Computer Science,"Bridgeport, CT"
42397,Curtin University,B.Eng. in Electronics and Communication Engineering,
42398,Humber Institute of Technology and Advanced Learning,Information Technology Solutions,"Toronto, ON"
42398,Punjab Technical University,B.E in Computer Science Engineering,
42401,,,
42402,Wilmington University,Masters Computer Science,
42403,Stanford University,Bachelor's in Technology,
42405,Minneapolis Community and Technical College,Associate in Web Design & Interactive Media & Graphic Design,"Minneapolis, MN"
42405,University of Minnesota-Twin Cities,Bachelor's in Philosophy & Fine Art,"Minneapolis, MN"
42406,"California State University, Northridge",Bachelor's in Multimedia Production,"Los Angeles, CA"
42406,"California State University, Northridge",Bachelor's in Geographic Information Systems,"Los Angeles, CA"
42407,Rajiv Gandhi Proudyogiki Vishwavidyalaya,Bachelor of Engineering in Computer Science,"Bhopal, Madhya Pradesh"
42408,,,
42410,,,
42411,Colorado Technical University,Masters in Computer Science,"Denver, CO"
42412,Vinayaka Missionsm University,Bachelor's in Computer Science,"Salem, Tamil Nadu"
42412,Chicago State University,Master's in Computer Science,"Chicago, IL"
42413,The Art Institute of California - SF,Bachelor's in Web Design & Interactive Media,"San Francisco, CA"
42413,ITT Technical Institute,Associate in Visual Communications,"Dayton, OH"
42416,Bachelor's,,
42417,East Coast Polytechnic Institute University,Bachelor of Science in Computer Information Science in Computer and Information Science,"Richmond, VA"
42418,University of Tennessee - Knoxville,Anthropology,"Knoxville, TN"
42418,Farragut High School,,"Knoxville, TN"
42419,Mumbai University,Bachelor's,
42422,University of Wisconsin-Madison,Bachelor's in History,"Madison, WI"
42422,Madison Area Technical College,Associate in IT Programmer/Analyst,"Madison, WI"
42423,Lambda School Academy of Computer Science,Computer Science,
42424,Mahatma Gandhi University - St Joseph College of Engineering,B-TECH in Technology,
42425,Monroe College,Master in Computer Science,"New York, NY"
42425,Tribhuwan University,Bachelors in Information Management,
42427,"JNTU - Kakinada, Andhra Pradesh",Bachelor's,"Kakinada, Andhra Pradesh"
42428,School of Visual Arts,Graphic Design,"New York, NY"
42428,Rice University,Bachelor's in Music Technology,
42428,New York University,,"New York, NY"
42429,New England College,Master's,
42430,,,
42432,BYU-I,,"Lewisville, ID"
42433,MAHARISHI UNIVERSITY OF MANAGEMENT,Bachelor of Science in Computer Science,"Fairfield, IA"
42434,Jacksonville State University,B.S. in Computer Science,"Jacksonville, AL"
42435,Bachelor's,,
42436,Stanford University,Bachelor's Technology,
42437,University of Mysore,Bachelor's in Computer Science,"Mysore, Karnataka"
42437,Visveswaraiah Technological University,Master's in Computer Science,"Mysore, Karnataka"
42438,Herzing University,Bachelor's of Science in Graphic Design,"Madison, WI"
42439,Salt Lake Community College,Associate of Applied Science in Fashion Design & Merchandising,"Salt Lake City, UT"
42439,Asian College of Technology,Bachelor of Science in Information Technology,
42440,Bachelor's,,
42442,University of Houston,M.S. in Management Information System in Advanced Computer Networking,"Houston, TX"
42442,Houston Community College,Associate of Science,"Houston, TX"
42442,Foreign Trade University,BA in Business Administration in Business Administration,
42443,Regent University,Master of Arts,"Virginia Beach, VA"
42443,North Carolina State University,Bachelor of Science,"Raleigh, NC"
42443,Liberty University,Master of Arts,"Lynchburg, VA"
42444,Musicians Institute,Engineer in Audio Engineering,
42445,Texas A&M University Kingsville,B-Tech in Computer Science Engineering,
42446,Jntu,Bachelor in computer science,"Hyderabad, ANDHRA PRADESH, IN"
42448,International Technological University,Masters in Computer Engineering,"San Jose, CA"
42448,Seed Infotech,Diploma in Software Testing,"Pune, Maharashtra"
42448,Dr. Babasaheb Ambedkar University,Bachelors in Computer Science,"Aurangabad, Maharashtra"
42449,,,
42451,Southern Arkansas University,Master of Science in Computer and Information Science,
42451,Vignan Institute of Technology & Science,Bachelor of Engineering in Computer Science,
42452,Miami Dade College,,
42453,Marshall University,M.S. in Computer Science,"Huntington, WV"
42453,Sri Krishna College of Engineering and Technology,Bachelor of Engineering in Computer Science and Engineering,Tamil Nadu
42455,General Assembly,Web Development Immersive,"New York, NY"
42455,Expression College for Digital Arts,Bachelor's in Sound Engineering,"Emeryville, CA"
42459,"Pace University, Seidenberg School of Computer Science and Information Systems",Master of Science (MS) in Computer Science in Science and Information Systems,"New York, NY"
42459,"University of Mumbai, Thakur Institute of Management Studies",Master of Computer Application in Internet Computing,"Mumbai, Maharashtra"
42460,California State University,Bachelor of Science degree in Computer Information Systems,"Turlock, CA"
42460,Modesto Junior College,Associate in Science degree in Computer Science,"Modesto, CA"
42460,Middlesex University,Bachelor of Engineering Honors Degree in Electrical & Electronics Engineering,London
42460,Westminster University,Higher National Diploma BTEC in Electrical & Electronics Engineering Design,London
42461,Georgia Institute of Technology,Full Stack Coding Boot Camp in MERN Stack,
42461,Capella University,Bachelor's in Computer Science minor in Information Assurance & Security,
42462,"Indiana University - Bloomington, IN",Bachelor of Science in Informatics in Graphic Design,"Bloomington, IN"
42464,RIVIER University,Master's in computer science,
42464,SVU University,Msc,
42464,NAGARJUN A University,Bsc,
42465,Osmania University,Bachelor of Technology in Technology,"Hyderabad, Telangana"
42465,Bellevue University,Masters,"Omaha, NE"
42466,Bachelor's,,
42467,Cal State Long Beach,BA IN BUSINESS ADMIN in Information Systems,"Santa Ana, CA"
42468,Bachelor's,,
42471,University of Southern California,Master of Science in CS-EE,
42472,Bachelor's,,
42473,East Central University,Bachelor's in Computer Science,"Ada, OK"
42473,Seminole State College,Associate in Mathematics,"Seminole, OK"
42474,Santa Barbara City College,A.A. in Computer Information Systems,"Santa Barbara, CA"
42476,Murray State University,Master's,
42476,Jawaharlal Nehru Technological University,Bachelor of Technology in Technology,
42478,University of Central Missouri,Masters in Information in technology,
42478,Jawaharlal Nehru Technological University,Bachelors in computer science,
42479,Texas A&M University,Master of Science in Computer Science,
42480,Cornell University Graduate School of Medical Science,Master of Science in Biochemistry,"New York, NY"
42480,Stony Brook University,Bachelor of Science in Biology,"Stony Brook, NY"
42480,Fullstack Academy,certification,"New York, NY"
42481,DeVry University,B.S. in Program for Computer / Information Technology Administration and Management,"Moreno Valley, CA"
42482,East Tennessee State University,Digital Media,"East, Tennessee, US"
42483,Teegala Krishna Reddy Engineering College,Bachelor's in Computer Science Engineering,
42484,Krishna Institute of Engineering,Science and Engineering,
42484,Vidya Devi Jindal School,Class X,
42485,Art Institute of CA Orange County,Graphic Design,
42486,Jawaharlal Nehru Technological University,Bachelor of Technology in Electrical and Electronics Engineering,"Hyderabad, Telangana"
42487,The University of British Columbia,Certificate,
42487,California Institute of the Arts,Certificate,
42487,The Hong Kong University of Science and Technology,Certificate,
42487,University of Maryland University College,Bachelor of Science in Information Systems Management,
42487,"Montgomery College - Germantown, MD",Associates of Arts in Information Systems,
42488,Stratford University,Master of Science in Software Engineering,"Fairfax, VA"
42488,SUNY at Stony Brook,Master of Science in Mechanical Engineering,"Stony Brook, NY"
42488,Sichuan University,Bachelor of Engineering in Engineering Mechanics,
42490,Gitam University,Bachelors in Computer Science,Vizag
42492,Sullivan College of Technology and Design,Associates of Applied Science in Dynamic Web Development,"Louisville, KY"
42494,M State Tech College,Web Development Certificate,
42494,Saint Cloud State University,Bachelor of Arts in English,English
42495,INDIANA UNIVERSITY SOUTHEAST,Bachelor's in Mathematics,"New Albany, IN"
42495,INDIANA UNIVERSITY SOUTHEAST,Associate in Computer Science,"New Albany, IN"
42496,University of Cincinnati,Psychology,"Cincinnati, OH"
42496,Gaslight,AngularJS Bootcamp,"Cincinnati, OH"
42497,Stevens Institute of Technology,Master of Science in Computer Engineering,
42497,Tsinghua University,Bachelor of Engineering in Electrical Engineering,
42498,American Express University,Certificate,"Glendale, AZ"
42500,Sree Chaitanya College of Engineering,Bachelor of Engineering in Electrical Communication Engineering,
42501,East West University,Bachelor in Computer Science,
42501,Kent State University,Master in Computer,
42502,Wilmington University,MS in Information Technology,Information Technology
42503,SRM University,Bachelor of Information Technology in Information Technology,
42504,Chicago State University,M.S in Computer Science,
42506,California Polytechnic State University - San Luis Obispo,Bachelor of Science in Graphic Communication,"San Luis Obispo, CA"
42507,Pokhara University,Bachelor's in Software Engineering,Pokhara
42508,Sree Chaitanya College of Engineering,Bachelor of Engineering in Electrical Communication Engineering,
42509,Bachelor's,,
42510,Sree Chaitanya College of Engineering,Bachelor of Engineering in Electrical Communication Engineering,
42511,Sree Chaitanya College of Engineering,Bachelor of Engineering in Electrical Communication Engineering,
42512,Sree Chaitanya College of Engineering,Bachelor of Engineering in Electrical Communication Engineering,
42513,Sree Chaitanya College of Engineering,Bachelor of Engineering in Electrical Communication Engineering,
42517,San Jose State University,Bachelor's of Fine Arts in Digital Media Arts,"San Jose, CA"
42517,De Anza College,Associate Degree in Digital Media,"Cupertino, CA"
42518,Pokhara University,Bachelor's in Software Engineering,Pokhara
42519,Los Angeles Trade Technical College,Associates in Art in Fashion Design,
42520,Depaul University,Masters of Computer Science in Computer Science,"Chicago, IL"
42521,Cypress College,,2010 to 2012
42522,THE TECH ACADEMY,Certificate of Completion in Software Development,"Portland, OR"
42522,UNIVERSITY OF PORTLAND,Endorsement,
42522,PORTLAND STATE UNIVERSITY,Early Childhood and Elementary Education,June 2010
42522,WEST CHESTER UNIVERSITY,"Education, Social Studies BSEd in Secondary Skills",May 2003
42523,Pokhara University,Bachelor's in Software Engineering,Pokhara
42525,New England College,Master's in Computer and Information Sciences,"Henniker, NH"
42527,Stratford University,Master's in Software Engineering,
42527,JNTU,Bachelors in Electronics and Communication Engineering,
42528,University of Houston,PhD in Exploration & Exercise Immunology,"Houston, TX"
42528,James Madison University,Bachelor of Science in Sports Medicine,"Harrisonburg, VA"
42529,,,
42530,,,
42531,JNTU Hyderabad,,"Hyderabad, Telangana"
42532,Bachelor's,,
42533,Bachelor's,,
42534,JNT University,Bachelor's Degree in Electrical & Electronics Engineering,
42535,Queens College City University of New York,Bachelor of Science in Computer Science,"New York, NY"
42536,Bellevue University,Bachelor of Technology in Computer Science Engineering,"Nebraska, USA"
42536,,Master's in Computer Information Systems,"Nebraska, USA"
42537,STATE UNIVERSITY OF NEW YORK AT OSWEGO,"Bachelor's in Graphic Design, Cinema and Screen Studies, Audio Design and Production","New York, NY"
42538,Rochester Institute of Technology,MFA in Computer Graphics Design,"Rochester, NY"
42538,State University of NY at Oswego,BFA in Graphic Design,"Oswego, NY"
42539,Michigan State University,B.s in Media and Information in Engineering and Game Design,"East Lansing, MI"
42540,Harrisburg University of Science and Technology,Master's in Information systems,
42542,Rutgers University,Marketing,"Newark, NJ"
42542,William Paterson University,,"Wayne, NJ"
42543,"University California - San Diego, CA",Bachelor's in Communications,"San Diego, CA"
42544,Rutgers University Coding Bootcamp,Certificate in Fullstack Development,"New Brunswick, NJ"
42544,American Academy of Personal Training,Certificate of Completion in Exercise Science/ Fitness Sales,"New York, NY"
42544,The University of Maine,Bachelors of Arts in History,"Orono, ME"
42544,County College of Morris,Associate in Criminal Justice,"Township of Randolph, NJ"
42546,Illinois State University,Bachelor's in Arts Technology,"Normal, IL"
42546,Illinois Central College,Associate in Arts and Science,"Peoria, IL"
42548,Valparaiso University,BACHELOR'S in Information Technology,
42549,Robert Wood Johnson University Hospital,,"New Brunswick, NJ"
42550,Southern University,,"Baton Rouge, LA"
42552,Front Range Community College,Associate in Computer Science,"Westminster, CO"
42554,UCSC Extension Silicon Valley at Santa Clara,Certificate,Santa Clara
42554,Loughborough University,Master's in Science in Networked Communications,
42554,"SNDT Women""s University - Mumbai, Maharashtra",Bachelor's in Telecommunications,"Mumbai, Maharashtra"
42555,George Mason University,Bachelor of Science in Information Technology,"Fairfax, VA"
42557,University of Missouri - Columbia,Bachelor of Science in Computer Science,"Columbia, MO"
42558,Leander High School,Diploma,"Austin, TX"
42560,Bachelor's,,
42561,Full Sail University,B.S,
42561,Ponte Vedra High School,High School Diploma,
42562,University of Illinois at Urbana-Champaign,B.S. in Electronics,"Urbana-Champaign, IL"
42562,Universidad Tecnologica Nacional,,
42563,National Institute of Information Technology,Associate degree in Software Engineering,"Delhi, Delhi"
42564,The School of the Art Institute of Chicago,BFA,"Chicago, IL"
42566,PCC,Bachelor's,"Pensacola, FL"
42567,Syracuse University,M.S. in Information in Management,"Syracuse, NY"
42567,Syracuse University,B.S. in Information Technology in Information Technology,"Syracuse, NY"
42568,EL SEGUNDO HIGH SCHOOL,HIGH SCHOOL DIPLOMA,"EL SEGUNDO, CA"
42569,Bachelor's,,
42570,Savannah College of Art & Design,BFA in Graphic Design,
42571,Stevens Institute of Technology,Master of Technology in Computer Science,
42572,Pune University,B.E in Computer,"Pune, Maharashtra"
42572,Abasaheb Garware College,HSC in Science,"Pune, Maharashtra"
42572,Maharashtra state Board,SSC,"Pune, Maharashtra"
42573,McNeese State University,Bachelors Associate in Computer Science in Computer Science,"Lake Charles, LA"
42574,University of Colorado Denver,Bachelor of Fine Arts in Digital Design,"Denver, CO"
42576,University of Texas at Austin,certificate of completion,"Austin, TX"
42577,State University of New York at Stony Brook,Master's degree in Electrical Engineering,"Stony Brook, NY"
42577,Shivaji University,Bachelor's degree in Electronics & Telecomm,Engineering
42578,,,
42579,Brigham Young University,BS in Web and App Development,
42580,Trident Technical College,Associate Degree in Commercial Graphics in design,"North Charleston, SC"
42580,Midlands Technical College,design,"Columbia, SC"
42581,Chicago State University,Master's Degree in Computer Science,"Chicago, IL"
42581,Vinayaka Missions University,Bachelor's Degree in Computer Science,
42583,GTU,Bachelor's in computer engineering,
42584,Woz U,Software Development,
42585,Murray State University,Master's,
42585,Jawaharlal Nehru Technological University,Bachelor of Technology in Technology,
42586,Columbus State Community College,AS in Interactive Multimedia Technology,
42587,Northwestern Polytechnic University,Master of Science in Computer Science,Computer Science
42588,Columbus State Community College,AS in Interactive Multimedia Technology,
42589,,,
42590,Dharmsinh Desai University,Master in Computer Engineering,"Gujarat, IN"
42590,Dharmsinh Desai University,Bachelor of Computer Engineering,"Gujarat, IN"
42590,Technical Education Board,Diploma in Computer Engineering,"Gujarat, IN"
42591,Art Institute of Salt Lake City,"Full Stack Developer, Think Tank Creative Education Web and Interactive Media Design","Salt Lake City, UT"
42593,University of Missouri,B.S. in Business Administration,"Chicago, IL"
42594,The Art Institute of Pittsburgh,,Pittsburgh
42595,Rochester Institute of Technology,BS in New Media Interactive Development,"Rochester, NY"
42596,Texas A&M University,Master Degree in Educational Technology,Texas
42596,University of International,Bachelor Degree in Management Information Systems,
42597,The Art Institute of San Diego,B.S in Art Web Design and Interactive Media,"San Diego, CA"
42598,Sikkim Manipal University,Bachelor of Science in Information Technology,
42599,University Rafael Belloso Chacin,Bachelor in Computer Science,
42600,Stevens Henager College,Master's Degree in Computer Science,"Salt Lake City, UT"
42600,National Institute of Technology,Bachelor's Degree in Computer Science,"Warangal, Telangana"
42602,University of Houston - Downtown,Bachelor's in Computer Science,"Houston, TX"
42602,Houston Community College,Associate in Computer Science,"Houston, TX"
42603,THE UNIVERSITY OF ILLINOIS AT CHICAGO,B.S in MATHEMATICAL COMPUTER SCIENCE,"Chicago, IL"
42604,"University of Illinois - Chicago, IL",Bachelor's in Computer Science,"Chicago, IL"
42605,,,
42606,Fort Hays State University,BA in Managing Information Systems - Business,
42607,Central Piedmont Community College,Associate in Web Technologies,"Charlotte, NC"
42608,Lamar University,Master of Science in Science and Engineering,"Beaumont, TX"
42610,Delaware Technical Community College,A.A in Hospitality Management,"Wilmington, DE"
42610,Newark High School,High School Diploma,"Newark, DE"
42611,Pokhara University,Bachelor's in Software Engineering,Pokhara
42612,University of Houston,Bachelor of Science in Computer Science,"Houston, TX"
42613,College of Art + Design,BFA in graphic design,"Baton Rouge, LA"
42614,Davis & Elkins College,Bachelor's in Management Information Systems,2008 to 2011
42615,Epicodus,Certificate in Front-End Web Developer,"Portland, OR"
42615,Hastings High School,,Texas
42616,Some college,,
42617,Shanghai Jiao Tong University,,"Shanghai, CN"
42619,North Western Polytechnic University,Masters in computer Science,
42619,Jawaharlal Nehru Technological University,,
42621,Arkansas Northeastern College,Associates in Computer Information Systems,
42623,,Master's,
42625,Russian State Technological University named after Tsiolkovsky (MATI),Bachelor's in Computer Science,"Moscow, Russia"
42627,Weber State University,Associate in Business Administration,"Ogden, UT"
42628,City College of New York,BA in Psychology,
42628,New York Code and Design Academy,Certificate,
42629,SISTAM College of Engineering,B Tech in Electronics and Communications,
42630,Cuyahoga Community College,Web Programming and Development,"Cleveland, OH"
42630,George Mason University,Paralegal,"Arlington, VA"
42631,Maharishi University of Management,Master of Science in Computer Science in Web Application Architecture,"Fairfield, IA"
42631,"KIST College of Management, Tribhuvan University",Bachelor in Information Management in Information Management,"Kathmandu, NP"
42632,Epicodus,Certificate in Front End Development,"Portland, OR"
42633,California State Polytechnic University-Pomona,Mechanical Engineering,"Pomona, CA"
42633,The Palmdale Aerospace Academy,High school or equivalent,"Palmdale, CA"
42635,San Diego State University,,"San Diego, CA"
42636,Missouri State University,Master's in computer science,
42636,Jawaharlal Nehru Technological University,Bachelor of Technology in Computer Science,
42637,Bachelor's,,
42638,California State University,MS in Computer Science,
42639,The University of Arizona,Bachelor of Science in Public Policy,"Tucson, AZ"
42640,"Boston College - Chestnut Hill, MA",Bachelor of Arts in Computer Science,"Chestnut Hill, MA"
42641,Temple University,Bachelor's Degree in Computer Science,"Philadelphia, PA"
42644,Bradley University,Bachelor of Science in Public Relations,"Chicago, IL"
42645,"Rutgers, The State University of New Jersey",Certificate,"Jersey City, NJ"
42645,Universidad Catolica Del Occidente,Associate of Science in Computer Science,"Santa Ana, CA"
42646,Silicon Valley University,Master's in computer science,
42646,JNTU,Bachelor's in computer science,
42646,Pace University,Master's in Information Systems,
42648,Texas A&M University,Master's in Computer Science,
42649,Houston Community College,AAS in Digital Communication,"Houston, TX"
